6.225870645983926;0.0	8.48647869306968;0.0	6.744095014401403;0.0	5.794990123755497;0.0	5.063961478966405;0.0	
6.5631204799308405;0.0	6.531278801426756;0.0	5.584700869533152;0.0	5.131504374813154;0.0	4.922295947058223;0.0	
5.608767488872499;0.0	6.815389897962719;0.0	5.64726572280989;0.0	5.608350657638611;0.0	5.493379299833573;0.0	
5.299042304289527;0.0	6.925612914528831;0.0	5.7864320031766665;0.0	5.400775713176296;0.0	5.255914748434105;0.0	
5.883591422689288;0.0	8.407054044009628;0.0	6.907338350460897;0.0	6.537480239927623;0.0	5.454246284865098;0.0	
8.005333335426194;0.0	8.996990373810954;0.0	7.547078468608992;0.0	7.960385609601492;0.0	7.239107356052884;0.0	
6.807102872263945;0.0	7.782602145538638;0.0	6.166949043358459;0.0	5.772490322616949;0.0	5.192243746786068;0.0	
8.116765101578968;0.0	8.982330876732254;0.0	6.477485168613555;0.0	8.415212070346573;0.0	6.263936353091186;0.0	
6.253212453284036;0.0	8.888199428473001;0.0	6.515367074127529;0.0	6.705634529784219;0.0	5.37645318852397;0.0	
6.654888764821346;0.0	8.877140655815502;0.0	7.096621689362353;0.0	6.539500523934862;0.0	4.876682038155204;0.0	
6.723076634916728;0.0	8.909707367710197;0.0	7.208835858044324;0.0	7.162934708261435;0.0	5.708973718135273;0.0	
7.012843951752505;0.0	9.080573965968464;0.0	6.687876177001173;0.0	6.5588657422232055;0.0	5.396469691547792;0.0	
5.525484503328579;0.0	7.4878654879566335;0.0	6.194632602330343;0.0	5.66398322177296;0.0	5.035206517965847;0.0	
6.550579068342188;0.0	7.473598625814535;0.0	6.485688268493527;0.0	6.60068408609237;0.0	5.566718062914306;0.0	
6.994600070075116;0.0	8.444801352219873;0.0	7.845046620900182;0.0	6.586994570486435;0.0	6.241790116204581;0.0	
8.041646856336707;0.0	8.68832778763783;0.0	7.014356218941587;0.0	5.718544479791445;0.0	5.562792220225135;0.0	
5.179500343785507;0.0	6.070429367819547;0.0	5.726536235391968;0.0	5.275695080119357;0.0	5.005227138390438;0.0	
7.332954354928923;0.0	7.6543003279761335;0.0	6.19884061942074;0.0	7.192997250727357;0.0	6.23145093612639;0.0	
7.378697320529037;0.0	8.923976208053135;0.0	6.745359511734127;0.0	7.60126522757885;0.0	7.439077087950944;0.0	
8.75124452130459;0.0	8.096242853693925;0.0	6.524323240967339;0.0	7.709027608470093;0.0	7.697668167306342;0.0	
8.185606540103752;0.0	9.195231166227412;0.0	6.968649223817888;0.0	7.413875659312781;0.0	6.9552262856101486;0.0	
7.138625084384112;0.0	8.791603677336896;0.0	6.132804024940622;0.0	7.3325612329039975;0.0	7.1129025462993845;0.0	
6.558357014263706;0.0	8.105352061889784;0.0	6.406954328195883;0.0	7.904667817372671;0.0	6.965527330623581;0.0	
6.58436249003902;0.0	7.230850604696403;0.0	5.954065006374159;0.0	6.067566547157448;0.0	5.65150174293669;0.0	
7.538666642902762;0.0	7.788308313673514;0.0	7.221237909142224;0.0	7.032975939777865;0.0	6.79636162289622;0.0	
7.27300875437867;0.0	8.045165257203344;0.0	6.737485275926551;0.0	5.919258918461287;0.0	5.224964925725042;0.0	
5.758112520844125;0.0	8.140146235818275;0.0	7.407035961223572;0.0	6.549107566174149;0.0	5.735490082947649;0.0	
6.70195124586487;0.0	8.430026771999575;0.0	7.898429921728417;0.0	6.846588508485886;0.0	6.001167447121186;0.0	
6.687562681457419;0.0	8.30954709172202;0.0	7.689983159853925;0.0	6.3213279704452345;0.0	5.076331540792145;0.0	
6.755233418685853;0.0	7.161819974861889;0.0	6.855016242096473;0.0	5.482078521899393;0.0	5.179992340251964;0.0	
6.686667908238621;0.0	7.180737813020427;0.0	5.296916254670855;0.0	6.004323371425108;0.0	5.500255604009991;0.0	
4.746402657224742;0.0	9.300594922519023;0.0	7.6588716806302015;0.0	7.170462895918416;0.0	5.942283531167351;0.0	
6.062603556866247;0.0	9.954750078869747;0.0	9.050132488229881;0.0	6.122112810813182;0.0	5.8702502438629605;0.0	
6.550065693791807;0.0	8.691385630913762;0.0	8.026127979333594;0.0	6.437249716086733;0.0	5.30226403618161;0.0	
7.3824921213440335;0.0	7.493340952441487;0.0	6.71143168584182;0.0	6.718723476662215;0.0	5.7322283934330835;0.0	
5.78035732461938;0.0	6.345778814202746;0.0	5.639611273623195;0.0	5.572142198356008;0.0	5.765120307785072;0.0	
7.0379658114064005;0.0	7.436253824342262;0.0	6.784859806009679;0.0	5.520531497827901;0.0	5.076424104201109;0.0	
6.439415837204068;0.0	7.817473450196563;0.0	6.479488176304733;0.0	5.703189235950388;0.0	5.514948115537854;0.0	
7.4136290111035335;0.0	10.828616650313139;0.0	7.8220894797773255;0.0	6.665056205509938;0.0	5.925326386670495;0.0	
6.782190148723222;0.0	9.065200559846607;0.0	8.106345022513025;0.0	6.433362976943316;0.0	6.16311076312631;0.0	
6.1167612866250085;0.0	11.01587154698652;0.0	8.17634866389537;0.0	8.439947340150038;0.0	6.53619672448285;0.0	
7.330810078397577;0.0	10.18521740498315;0.0	6.519332527157516;0.0	9.305679761788461;0.0	7.008898441405478;0.0	
8.577685928095311;0.0	10.977022583287367;0.0	7.273737994490914;0.0	8.08671854346287;0.0	6.840235245106146;0.0	
7.342424938597399;0.0	8.164425051855401;0.0	6.104840098344204;0.0	6.012879395285182;0.0	5.588292156486792;0.0	
6.429050034186981;0.0	6.826503876318873;0.0	5.892971816474603;0.0	6.60701880683199;0.0	5.09604826941904;0.0	
7.809460615957051;0.0	7.125518166744995;0.0	5.853357310568435;0.0	6.1929668116082635;0.0	5.119828559475194;0.0	
6.594496453436897;0.0	7.5512616383796844;0.0	6.4302111184740705;0.0	6.045542033989056;0.0	5.658803416026136;0.0	
8.530786831496984;0.0	8.699622384444993;0.0	7.206191892301787;0.0	6.374575183392656;0.0	5.832641433959569;0.0	
7.446092326444807;0.0	8.648024350678025;0.0	6.92304356759297;0.0	6.474692297642624;0.0	5.560701085622116;0.0	
7.828074083768308;0.0	7.345857864801646;0.0	6.021496535860783;0.0	5.79531233750525;0.0	5.279560001102199;0.0	
4.896604802175971;0.0	6.666650423083766;0.0	5.868805349994729;0.0	5.908564568322765;0.0	5.00248925531142;0.0	
5.641433296719078;0.0	6.339993623008702;0.0	5.724481933775392;0.0	5.211548959998305;0.0	5.190004346868524;0.0	
4.129398703040717;0.0	7.170676382126499;0.0	6.92057204451072;0.0	5.5669737632339436;0.0	4.978903874979934;0.0	
5.2943487372787255;0.0	7.340975106360409;0.0	6.495510367618543;0.0	5.799302449611671;0.0	5.089190392952342;0.0	
6.337565628666589;0.0	6.421673642782591;0.0	5.786562912397866;0.0	5.928814811983977;0.0	4.899774150116813;0.0	
5.617715233622717;0.0	6.448625199260046;0.0	5.7727777204956965;0.0	5.60081875489316;0.0	4.79315162671397;0.0	
5.632136303095103;0.0	5.793847231783935;0.0	5.57836765429999;0.0	6.308331518390121;0.0	4.8240729521954195;0.0	
4.399692666737858;0.0	6.277477750264268;0.0	5.545773662983013;0.0	5.343197986284272;0.0	4.949282839484057;0.0	
5.038585519894874;0.0	6.107374147943103;0.0	5.6652336597440485;0.0	5.351326042228132;0.0	5.388407020972819;0.0	
5.639997863339785;0.0	6.129949976311089;0.0	5.386901692796459;0.0	5.422024777814182;0.0	5.115716986685383;0.0	
4.148814293597279;0.0	6.320447726741409;0.0	5.475297580344777;0.0	5.370386325001307;0.0	5.035941312377256;0.0	
4.650375823759802;0.0	6.00614592690071;0.0	5.54568467827971;0.0	5.554630277197764;0.0	5.109544980532046;0.0	
8.344764671368678;0.0	8.238658526296039;0.0	5.742289020314295;0.0	5.872661348546585;0.0	4.974466794954361;0.0	
7.716455039374569;0.0	8.23338388573564;0.0	7.151506077802252;0.0	7.226113002396079;0.0	5.761587839782583;0.0	
7.451635602871847;0.0	8.004763541419694;0.0	7.166455780070257;0.0	6.826497195318698;0.0	5.847548697491197;0.0	
9.789383549665553;0.0	9.144631308256693;0.0	7.204116483889068;0.0	6.8799751308924755;0.0	5.262527064258465;0.0	
9.18708091739865;0.0	9.009857104017772;0.0	7.535547553545146;0.0	7.743536613801188;0.0	6.098623238649244;0.0	
8.572428132015718;0.0	8.070820513616034;0.0	5.735569535715016;0.0	6.840507301182668;0.0	5.189363714601764;0.0	
4.87416537347783;0.0	6.3087403055768;0.0	5.932777016366348;0.0	5.477643618412197;0.0	5.1378516384931325;0.0	
5.939164742437727;0.0	8.639921156049542;0.0	8.06894993895691;0.0	5.617844481494692;0.0	5.178554104618032;0.0	
5.994554847122931;0.0	9.229717167255325;0.0	8.253531228190804;0.0	6.538497741095772;0.0	5.827130045740986;0.0	
5.953492273983594;0.0	8.914171572207701;0.0	7.062236378780566;0.0	7.3147762004383745;0.0	6.402228180215895;0.0	
4.3754135502924525;0.0	8.314394901147137;0.0	5.7099754043520665;0.0	6.183962592926566;0.0	6.353542296192187;0.0	
4.896190640673207;0.0	6.576880968196858;0.0	5.530385676644302;0.0	5.900526266272043;0.0	5.576525763991114;0.0	
6.3203197471920225;0.0	7.087895948074806;0.0	6.091273118604443;0.0	5.7180012096683255;0.0	5.636437999134936;0.0	
6.350275091034071;0.0	6.599786850436194;0.0	6.100097963650403;0.0	5.815876868881728;0.0	5.160488600655094;0.0	
6.3175576312440525;0.0	6.3280614125487515;0.0	5.994808774798599;0.0	5.958840461569792;0.0	5.101767708357846;0.0	
6.469553619027164;0.0	7.449510204501141;0.0	6.583650818903585;0.0	6.208487525523201;0.0	5.618781342832586;0.0	
7.412469795349252;0.0	7.51997972989219;0.0	7.408182225376737;0.0	6.572035424130164;0.0	6.720917362939906;0.0	
6.082664609676628;0.0	8.145810575966115;0.0	8.819918992808025;0.0	6.932091205592439;0.0	6.350142599819754;0.0	
6.757903766688129;0.0	8.658473062817784;0.0	7.947549372064332;0.0	6.623935233485243;0.0	5.808110074250837;0.0	
6.694251077867257;0.0	8.253516897300198;0.0	7.530080051833627;0.0	7.42897179551025;0.0	6.938753489595554;0.0	
7.639815561115678;0.0	7.846753555652346;0.0	7.125508485295992;0.0	6.587191902033079;0.0	6.5674849456321045;0.0	
6.675407265991384;0.0	7.567116578952187;0.0	7.41408357267094;0.0	6.322712485999524;0.0	6.198943851452432;0.0	
7.446091823717137;0.0	8.140458018790369;0.0	7.308131562230434;0.0	6.861860265563529;0.0	6.7699635431698395;0.0	
7.3452425635922385;0.0	8.107338911300742;0.0	7.252429572963188;0.0	7.426391702368751;0.0	6.2561511834157155;0.0	
6.588343975751483;0.0	6.950973802610711;0.0	7.219747215880964;0.0	6.484419259718231;0.0	6.343153384392118;0.0	
5.919651393473756;0.0	6.8918640059035114;0.0	6.298777817647476;0.0	5.72212736292406;0.0	6.576863634847203;0.0	
6.480569584200508;0.0	6.08394742732139;0.0	5.482109416813343;0.0	5.363610933384018;0.0	4.9366424695043705;0.0	
5.650058009947513;0.0	7.940234565373836;0.0	6.332333902968864;0.0	6.4488654190871495;0.0	6.836580516302366;0.0	
6.525462873529514;0.0	7.282815632991817;0.0	7.230028395431321;0.0	5.704980073528465;0.0	6.046963921396786;0.0	
5.868009053249684;0.0	7.442762748678606;0.0	6.6452409526647465;0.0	6.3650296848568875;0.0	6.418056951673473;0.0	
7.02641587789097;0.0	8.20540130731212;0.0	6.2386378097248585;0.0	7.255334319919289;0.0	6.981324592534059;0.0	
7.303433064063794;0.0	7.895755820991077;0.0	6.398558358666706;0.0	6.267761138783097;0.0	5.992770581861353;0.0	
5.494072370660811;0.0	7.9100899723144655;0.0	5.796371275622738;0.0	5.407437920727419;0.0	5.133604594225111;0.0	
5.882365081078363;0.0	6.499267031800394;0.0	6.091916481284318;0.0	5.453475549557315;0.0	5.117832192084075;0.0	
5.795425096536908;0.0	6.356073879816772;0.0	5.549275755238082;0.0	5.470836532651474;0.0	4.804851233305584;0.0	
5.6900053253217235;0.0	5.901981192439858;0.0	5.9593488867752935;0.0	5.714236443069994;0.0	5.139259750870665;0.0	
4.913376773863477;0.0	6.028474344495076;0.0	5.764353108979537;0.0	5.351639873675629;0.0	5.1479878676941375;0.0	
6.237146191253666;0.0	6.331770820535444;0.0	6.131674793341435;0.0	5.6900629271031855;0.0	5.2065652667300295;0.0	
6.603258333200913;0.0	7.618301178531722;0.0	6.671776786591341;0.0	6.186444975667394;0.0	5.369456190814279;0.0	
5.3348055161765116;0.0	8.332991336187575;0.0	6.639113596956215;0.0	6.804275672934266;0.0	5.910904921216445;0.0	
5.3365109547268;0.0	7.207133382539195;0.0	5.944787582732054;0.0	6.206771088632737;0.0	5.586395608492336;0.0	
5.4947042007133335;0.0	5.999642634764654;0.0	5.650480743991656;0.0	5.446852113457459;0.0	5.424524569219617;0.0	
5.720302503619008;0.0	6.168348894359411;0.0	5.433377543369385;0.0	5.821193299976721;0.0	4.876531261603228;0.0	
3.641174820784726;0.0	6.184372699543319;0.0	5.79014515226187;0.0	5.764461938990864;0.0	5.1136616826836985;0.0	
5.804152618196708;0.0	6.752567132084186;0.0	5.867259556525186;0.0	6.54207279937992;0.0	5.275721507116994;0.0	
3.8003722383352314;0.0	7.317982547902274;0.0	5.861134785363053;0.0	6.542890242181559;0.0	5.164268259399012;0.0	
6.025740071271752;0.0	9.081194856925046;0.0	8.050459669688594;0.0	8.382865830974096;0.0	8.431484877184294;0.0	
6.322897780560056;0.0	7.878432451759172;0.0	7.003028159211444;0.0	7.064267946105237;0.0	5.479347947531994;0.0	
6.139277805920134;0.0	7.628061836202909;0.0	6.530181193699291;0.0	6.223388499612741;0.0	5.303681192107868;0.0	
4.975614509254324;0.0	7.42218268177823;0.0	6.27916644744473;0.0	5.361016185418499;0.0	5.279393910741301;0.0	
5.988321627002611;0.0	8.80146820439896;0.0	8.084901728295868;0.0	8.24315335540962;0.0	8.36994853731809;0.0	
5.914364670203416;0.0	6.507721979089281;0.0	5.998020607088469;0.0	5.314572748632074;0.0	5.581333574919165;0.0	
6.457028317720716;0.0	7.0394729526812565;0.0	6.221049578876635;0.0	7.04527712855839;0.0	6.730672752684122;0.0	
6.745124408752353;0.0	8.300326006732076;0.0	6.159189314213502;0.0	6.95521971311919;0.0	6.622391736995132;0.0	
6.384753082160495;0.0	9.144950692607797;0.0	6.754766968737254;0.0	7.443929458430877;0.0	6.6032259382085945;0.0	
5.394514797739718;0.0	7.966137579446206;0.0	5.796210458921539;0.0	6.551316600269719;0.0	5.598534283119163;0.0	
5.253817564238335;0.0	8.953381912133949;0.0	8.357025299729315;0.0	8.436047852846784;0.0	8.68212376730053;0.0	
6.6218654768040865;0.0	6.58026443247591;0.0	5.859199612258825;0.0	5.41254971647868;0.0	5.216669875616915;0.0	
6.542047889714769;0.0	6.550712702344581;0.0	5.737641925497841;0.0	5.323142742176327;0.0	5.0201307764910785;0.0	
6.351699258923476;0.0	8.97815795388197;0.0	7.891407429267534;0.0	8.304164412502125;0.0	8.470336199091212;0.0	
6.220888888182103;0.0	7.556256748320673;0.0	5.660513681859738;0.0	5.631034173424747;0.0	5.734481723454899;0.0	
5.754148476815796;0.0	7.152134156104792;0.0	6.9968624898523775;0.0	6.139345141882104;0.0	5.339691687364658;0.0	
6.116034500552552;0.0	9.28338824031417;0.0	8.131830621803381;0.0	5.634115531303647;0.0	5.025247082047073;0.0	
7.5767084622420935;0.0	9.891966846739939;0.0	8.782079741766426;0.0	5.499966277464081;0.0	5.034488357380758;0.0	
6.812473834963133;0.0	8.543392804991225;0.0	8.109352411818708;0.0	8.255988346531897;0.0	8.628673493494228;0.0	
5.883397932070277;0.0	8.483239942253313;0.0	7.77715044701512;0.0	6.8016900323972544;0.0	6.723370099407011;0.0	
7.289272735737027;0.0	8.828394941363209;0.0	6.83152112448253;0.0	6.060032482977394;0.0	5.434360918294614;0.0	
7.416665758538024;0.0	9.777662591316762;0.0	6.416910888727613;0.0	5.4681639009735425;0.0	5.793851086419183;0.0	
6.333486886370399;0.0	7.72035658842054;0.0	6.566826692197907;0.0	5.7384360052510335;0.0	5.9892994920763805;0.0	
5.886632944989485;0.0	6.5977078483369995;0.0	6.29179058535811;0.0	5.634297713494287;0.0	5.391825145945608;0.0	
6.438805168720316;0.0	7.001973662512568;0.0	6.1003574963819425;0.0	5.240756002015813;0.0	5.121047336713457;0.0	
5.514212954895198;0.0	7.657305187030536;0.0	6.35872169980998;0.0	5.965345998947924;0.0	5.077452611554303;0.0	
5.455775467089679;0.0	8.26672850121537;0.0	6.944389954482069;0.0	5.626521949698468;0.0	4.881786772043431;0.0	
6.944203329021875;0.0	8.331431998291185;0.0	7.308414479754066;0.0	8.019883889681962;0.0	6.996284095614104;0.0	
4.349828197687545;0.0	6.745978698359469;0.0	5.702366768257077;0.0	5.726625660222592;0.0	5.89405790423471;0.0	
5.023857949016125;0.0	5.896406085633678;0.0	5.7450696400704775;0.0	5.269373277901479;0.0	6.21767561965792;0.0	
7.054721131765092;0.0	7.39888739747463;0.0	6.313822605354908;0.0	5.919037991725036;0.0	5.617454242376669;0.0	
6.748309776525045;0.0	9.097805664996143;0.0	7.236379655053699;0.0	7.154029989819903;0.0	5.882263232622331;0.0	
2.867508063043084;0.0	6.9472277244882665;0.0	5.815602459092347;0.0	5.532892851235402;0.0	5.258276779768005;0.0	
5.80277423819536;0.0	7.575201363479707;0.0	6.374546668686343;0.0	6.678930018446229;0.0	5.096719887133294;0.0	
6.507715515332517;0.0	8.388173631784642;0.0	6.671893740327599;0.0	6.590153662824294;0.0	5.539167214487163;0.0	
5.831780710294233;0.0	8.498220196412143;0.0	6.182355342266464;0.0	6.518064281595796;0.0	5.796312882356616;0.0	
5.897527145780722;0.0	6.387781493939703;0.0	5.598847886232865;0.0	5.431884734449164;0.0	5.05052316485741;0.0	
6.079795203347231;0.0	7.679381263365864;0.0	6.409296676569558;0.0	5.520291363324778;0.0	5.004390487451232;0.0	
6.340253342491266;0.0	6.916739658799224;0.0	5.733423722027845;0.0	5.699125533922586;0.0	5.107611901362409;0.0	
3.4463266402832704;0.0	6.104277248757598;0.0	5.436395107527243;0.0	5.619834754571491;0.0	4.8321334393859825;0.0	
5.950514209188085;0.0	6.661315960202606;0.0	5.7537586747604825;0.0	5.61131947704366;0.0	4.935903432573668;0.0	
5.706693217787222;0.0	7.833744030072302;0.0	6.634742872343072;0.0	6.038748686677973;0.0	5.169340655569981;0.0	
